behavior	doi	species	gender	figure	condition	brain_code	cell_type
fear	10.1016/j.brainres.2004.10.044	rat	male	Figure 4	Microinjections with glutamate or NMDA into the dlPAG	R47	
fear	10.1016/j.brainres.2004.10.044	rat	male	Figure 4	Microinjections with glutamate or NMDA into the dlPAG	R55	
fear	10.1016/j.brainres.2004.10.044	rat	male	Figure 4	Microinjections with glutamate or NMDA into the dlPAG	R7	
fear	10.1016/j.brainres.2004.10.044	rat	male	Figure 4	Microinjections with glutamate or NMDA into the dlPAG	R3.12	
fear	10.1016/j.brainres.2004.10.044	rat	male	Figure 4	Microinjections with glutamate or NMDA into the dlPAG	R3.31	
fear	10.1016/j.brainres.2004.10.044	rat	male	Figure 4	Microinjections with glutamate or NMDA into the dlPAG	R47	
fear	10.1016/j.brainres.2004.10.044	rat	male	Figure 4	Microinjections with glutamate or NMDA into the dlPAG	R55	
fear	10.1016/j.brainres.2004.10.044	rat	male	Figure 4	Microinjections with glutamate or NMDA into the dlPAG	R7	
fear	10.1016/j.brainresbull.2003.09.010	rat	male	Figure 3	electrical stimulation	R3.31	
fear	10.1016/j.brainresbull.2003.09.010	rat	male	Figure 3	electrical stimulation	R3.12	
fear	10.1016/j.brainresbull.2003.09.010	rat	male	Figure 3	electrical stimulation	R3.2	
fear	10.1016/j.brainresbull.2003.09.010	rat	male	Figure 3	electrical stimulation	R135	
fear	10.1016/j.brainresbull.2003.09.010	rat	male	Figure 3	electrical stimulation	R32.1	
fear	10.1016/j.brainresbull.2003.09.010	rat	male	Figure 3	electrical stimulation	R3.3	
fear	10.1016/j.brainresbull.2003.09.010	rat	male	Figure 3	electrical stimulation	R3.31	
fear	10.1016/j.brainresbull.2003.09.010	rat	male	Figure 3	electrical stimulation	R3.12	
fear	10.1016/j.brainresbull.2003.09.010	rat	male	Figure 3	electrical stimulation	R3.2	
fear	10.1016/j.brainresbull.2003.09.010	rat	male	Figure 3	electrical stimulation	R135	
fear	10.1016/j.brainresbull.2003.09.010	rat	male	Figure 3	electrical stimulation	R32.1	
fear	10.1016/j.brainresbull.2003.09.010	rat	male	Figure 3	electrical stimulation	R3.3	
fear	10.1016/j.brainres.2005.05.068	rat	male	Figure 4	Microinjections with semicarbazide or bicuculline into the dlPAG	R3	
fear	10.1016/j.brainres.2005.05.068	rat	male	Figure 4	Microinjections with semicarbazide or bicuculline into the dlPAG	R3.31	
fear	10.1016/j.brainres.2005.05.068	rat	male	Figure 4	Microinjections with semicarbazide or bicuculline into the dlPAG	R7	
fear	10.1016/j.brainres.2005.05.068	rat	male	Figure 5	Microinjections with semicarbazide or bicuculline into the dlPAG	R144	
fear	10.1016/j.brainres.2005.05.068	rat	male	Figure 5	Microinjections with semicarbazide or bicuculline into the dlPAG	R32.1	
fear	10.1016/j.brainres.2005.05.068	rat	male	Figure 5	Microinjections with semicarbazide or bicuculline into the dlPAG	R135	
fear	10.1016/j.brainres.2005.05.068	rat	male	Figure 6	Microinjections with semicarbazide or bicuculline into the dlPAG	R38.2	
fear	10.1016/j.brainres.2005.05.068	rat	male	Figure 6	Microinjections with semicarbazide or bicuculline into the dlPAG	R38.1	
fear	10.1016/j.brainres.2005.05.068	rat	male	Figure 6	Microinjections with semicarbazide or bicuculline into the dlPAG	R137	
fear	10.1523/jneurosci.19-13-05666.1999	rat	male	Figure 3	fear conditioning	R158	
fear	10.1523/jneurosci.19-13-05666.1999	rat	male	Figure 3	fear conditioning	R158	
fear	10.1523/jneurosci.19-13-05666.1999	rat	male	Figure 4	fear conditioning	R140	
fear	10.1523/jneurosci.19-13-05666.1999	rat	male	Figure 4	fear conditioning	R158	
fear	10.1523/jneurosci.19-13-05666.1999	rat	male	Figure 4	fear conditioning	R140	
fear	10.1523/jneurosci.19-13-05666.1999	rat	male	Figure 4	fear conditioning	R158	
fear	10.1523/jneurosci.19-13-05666.1999	rat	male	Figure 5	fear conditioning	R158	
fear	10.1523/jneurosci.19-13-05666.1999	rat	male	Figure 5	fear conditioning	R106	
fear	10.1016/0006-8993(92)90240-A	rat	male	Figure 2	fear conditioning	R16	
fear	10.1016/0006-8993(92)90240-A	rat	male	Figure 2	fear conditioning	R136	
fear	10.1016/0006-8993(92)90240-A	rat	male	Figure 2	fear conditioning	R16	
fear	10.1016/0006-8993(92)90240-A	rat	male	Figure 2	fear conditioning	R136	
fear	10.1016/0006-8993(92)90240-A	rat	male	Figure 3	fear conditioning	R7	
fear	10.1016/0006-8993(92)90240-A	rat	male	Figure 3	fear conditioning	R7	
fear	10.1016/0006-8993(92)90240-A	rat	male	Figure 3	fear conditioning	R7	
fear	10.1016/0006-8993(92)90240-A	rat	male	Figure 4	fear conditioning	R7	
fear	10.1016/0006-8993(92)90240-A	rat	male	Figure 4	fear conditioning	R25	
fear	10.1016/0006-8993(92)90240-A	rat	male	Figure 4	fear conditioning	R7	
fear	10.1016/0006-8993(92)90240-A	rat	male	Figure 4	fear conditioning	R25	
fear	10.1016/j.brainresbull.2012.04.001	rat	male	Figure 2	fear conditioning	R106	
fear	10.1016/j.brainresbull.2012.04.001	rat	male	Figure  4	fear conditioning	R38.3	
fear	10.1016/j.brainresbull.2012.04.001	rat	male	Figure  4	fear conditioning	R124	
fear	10.1016/j.brainresbull.2012.04.001	rat	male	Figure  4	fear conditioning	R32.1	
fear	10.1016/j.brainresbull.2012.04.001	rat	male	Figure  5	fear conditioning	R115.2	
fear	10.1016/j.brainresbull.2012.04.001	rat	male	Figure  5	fear conditioning	R7	
fear	10.1016/j.brainresbull.2012.04.001	rat	male	Figure  6	fear conditioning	R3.1	
fear	10.1016/0006-8993(92)91503-7	rat	male	Figure  1	fear conditioning	R25.42	
fear	10.1016/0006-8993(92)91503-7	rat	male	Figure  1	fear conditioning	R25.52	
fear	10.1016/0006-8993(92)91503-7	rat	male	Figure  3	fear conditioning	R96	
fear	10.1016/0006-8993(92)91503-7	rat	male	Figure  3	fear conditioning	R96	
fear	10.1016/0006-8993(92)91503-7	rat	male	Figure  4	footshock	R38.3	
fear	10.1016/0006-8993(92)91503-7	rat	male	Figure  4	fear conditioning	R38.3	
fear	10.1016/0006-8993(92)91503-7	rat	male	Figure 5	footshock	R147.2	
fear	10.1016/0006-8993(92)91503-7	rat	male	Figure 5	fear conditioning	R147.2	
fear	10.1016/0006-8993(91)91669-R	rat	male	Figure 1	handling	R38	
fear	10.1016/0006-8993(91)91669-R	rat	male	Figure 1	footshock	R38	
fear	10.1016/0006-8993(91)91669-R	rat	male	Figure 3	fear conditioning	R38	
fear	10.1016/s0306-4522(96)00632-x	rat	male	Figure 4	fear conditioning	R87.15	
fear	10.1016/S0361-9230(96)00332-2	rat	male	Figure  3	ultrasound	R38	
fear	10.1016/S0361-9230(96)00332-2	rat	male	Table1	ultrasound	R3.4	
fear	10.1016/S0361-9230(96)00332-2	rat	male	Table1	ultrasound	R3	
fear	10.1016/S0361-9230(96)00332-2	rat	male	Table1	ultrasound	R38	
fear	10.1016/S0361-9230(96)00332-2	rat	male	Table1	ultrasound	R38.1	
fear	10.1016/S0361-9230(96)00332-2	rat	male	Table1	ultrasound	R38.2	
fear	10.1016/S0361-9230(96)00332-2	rat	male	Table1	ultrasound	R36	
fear	10.1016/S0361-9230(96)00332-2	rat	male	Table1	ultrasound	R32	
fear	10.1016/S0361-9230(96)00332-2	rat	male	Table1	ultrasound	R116	
fear	10.1016/S0361-9230(96)00332-2	rat	male	Table1	ultrasound	R193	
fear	10.1016/S0361-9230(96)00332-2	rat	male	Table1	ultrasound	R25	
fear	10.1016/S0361-9230(96)00332-2	rat	male	Table1	ultrasound	R137	
fear	10.1016/0006-8993(94)01451-M	rat	male	Figure  2	medial hypothalamus electrical stimulation	R87	
fear	10.1016/0006-8993(94)01451-M	rat	male	Figure  2	medial hypothalamus electrical stimulation	R87	
fear	10.1016/0006-8993(94)01451-M	rat	male	Figure  2	medial hypothalamus electrical stimulation	R116	
fear	10.1016/0006-8993(94)01451-M	rat	male	Figure  2	medial hypothalamus electrical stimulation	R116	
fear	10.1016/0006-8993(94)01451-M	rat	male	Figure  2	microinjection of the excitatory amino acid kainate and of the GABA A antagonist  into the medial hypothalamus	R137	
fear	10.1016/0006-8993(94)01451-M	rat	male	Figure  2	microinjection of the excitatory amino acid kainate and of the GABA A antagonist  into the medial hypothalamus	R155	
fear	10.1016/0006-8993(94)01451-M	rat	male	Figure  2	microinjection of the excitatory amino acid kainate and of the GABA A antagonist  into the medial hypothalamus	R136	
fear	10.1016/0006-8993(94)01451-M	rat	male	Figure  2	microinjection of the excitatory amino acid kainate and of the GABA A antagonist  into the medial hypothalamus	R38.2	
fear	10.1016/0006-8993(94)01451-M	rat	male	Figure  2	microinjection of the excitatory amino acid kainate and of the GABA A antagonist  into the medial hypothalamus	R38.1	
fear	10.1016/0006-8993(94)01451-M	rat	male	Figure  2	microinjection of the excitatory amino acid kainate and of the GABA A antagonist  into the medial hypothalamus	R38.5	
fear	10.1016/0006-8993(94)01451-M	rat	male	Figure  2	microinjection of the excitatory amino acid kainate and of the GABA A antagonist  into the medial hypothalamus	R87	
fear	10.1016/0006-8993(94)01451-M	rat	male	Figure  2	microinjection of the excitatory amino acid kainate and of the GABA A antagonist  into the medial hypothalamus	R71	
fear	10.1016/0006-8993(94)01451-M	rat	male	Figure  2	microinjection of the excitatory amino acid kainate and of the GABA A antagonist  into the medial hypothalamus	R25	
fear	10.1016/0006-8993(94)01451-M	rat	male	Figure  2	microinjection of the excitatory amino acid kainate and of the GABA A antagonist  into the medial hypothalamus	R124	
fear	10.1016/0006-8993(94)01451-M	rat	male	Figure  2	microinjection of the excitatory amino acid kainate and of the GABA A antagonist  into the medial hypothalamus	R116	
fear	10.1016/0006-8993(94)01451-M	rat	male	Figure  2	microinjection of the excitatory amino acid kainate and of the GABA A antagonist  into the medial hypothalamus	R164	
fear	10.1016/0006-8993(94)01451-M	rat	male	Figure  2	microinjection of the excitatory amino acid kainate and of the GABA A antagonist  into the medial hypothalamus	R3.1	
fear	10.1016/0006-8993(94)01451-M	rat	male	Figure  2	microinjection of the excitatory amino acid kainate and of the GABA A antagonist  into the medial hypothalamus	R3.12	
fear	10.1016/0006-8993(94)01451-M	rat	male	Figure  2	microinjection of the excitatory amino acid kainate and of the GABA A antagonist  into the medial hypothalamus	R27	
fear	10.1016/0006-8993(94)01451-M	rat	male	Figure  2	microinjection of the excitatory amino acid kainate and of the GABA A antagonist  into the medial hypothalamus	R55	
fear	10.1016/0006-8993(94)01451-M	rat	male	Figure  2	microinjection of the excitatory amino acid kainate and of the GABA A antagonist  into the medial hypothalamus	R47	
fear	10.1016/0006-8993(94)01451-M	rat	male	Figure  2	microinjection of the excitatory amino acid kainate and of the GABA A antagonist  into the medial hypothalamus	R7	
fear	10.1016/0006-8993(94)01451-M	rat	male	Figure  3	electrical stimulation of the medial hypothalamus	R87	
fear	10.1016/0006-8993(94)01451-M	rat	male	Figure  3	electrical stimulation of the medial hypothalamus	R123	
fear	10.1016/0006-8993(94)01451-M	rat	male	Figure  3	electrical stimulation of the medial hypothalamus	R3.31	
fear	10.1016/0006-8993(94)01451-M	rat	male	Figure  3	electrical stimulation of the medial hypothalamus	R7	
fear	10.1016/S0306-4522(01)00150-6	rat	male	Figure  2	cat odor	R125	
fear	10.1016/S0306-4522(01)00150-6	rat	male	Figure  2	cat odor	R38.32	
fear	10.1016/S0306-4522(01)00150-6	rat	male	Figure  2	cat odor	R32.1	
fear	10.1016/S0306-4522(01)00150-6	rat	male	Figure  2	cat odor	R135	
fear	10.1016/S0306-4522(01)00150-6	rat	male	Figure  4	cat odor	R3.31	
fear	10.1016/S0306-4522(01)00150-6	rat	male	Figure  4	cat odor	R3.12	
fear	10.1016/S0306-4522(01)00150-6	rat	male	Figure  4	cat odor	R3.2	
fear	10.1016/S0306-4522(01)00150-6	rat	male	Figure  4	cat odor	R3.3	
fear	10.1016/S0306-4522(01)00150-6	rat	male	Figure  4	cat odor	R47	
fear	10.1016/j.brainres.2004.07.079	rat	male	Figure  2	TMT	R120.1	
fear	10.1016/j.brainres.2004.07.079	rat	male	Figure  2	TMT	R25	
fear	10.1016/j.brainres.2004.07.079	rat	male	Figure  2	TMT	R87.14	
fear	10.1016/j.brainres.2004.07.079	rat	male	Figure  2	TMT	R38.22	
fear	10.1016/j.brainres.2004.07.079	rat	male	Figure  2	TMT	R5.11	
fear	10.1016/j.brainres.2004.07.079	rat	male	Figure  2.	TMT	R57	
fear	10.1016/j.brainres.2004.07.079	rat	male	Figure  2.	TMT	R126	
fear	10.1016/j.brainres.2004.07.079	rat	male	Figure  2.	TMT	R190	
fear	10.1016/j.brainres.2004.07.079	rat	male	Figure  2.	TMT	R150	
fear	10.1016/j.brainres.2004.07.079	rat	male	Figure  2.	TMT	R87.12	
fear	10.1016/j.brainres.2004.07.079	rat	male	Figure  2.	TMT	R191	
fear	10.1016/j.brainres.2004.07.079	rat	male	Figure  2.	TMT	R147	
fear	10.1016/s0006-8993(02)03036-6	rat	male	Figure  1	electrical stimulation of the inferior colliculus	R52	
fear	10.1016/s0006-8993(02)03036-6	rat	male	Figure  1	electrical stimulation of the inferior colliculus	R38.1	
fear	10.1016/s0006-8993(02)03036-6	rat	male	Figure  2	electrical stimulation of the inferior colliculus	R137	
fear	10.1016/s0006-8993(02)03036-6	rat	male	Figure  2	electrical stimulation of the inferior colliculus	R38.2	
fear	10.1016/s0006-8993(02)03036-6	rat	male	Figure  3	electrical stimulation of the inferior colliculus	R3.12	
fear	10.1016/s0006-8993(02)03036-6	rat	male	Figure  3	electrical stimulation of the inferior colliculus	R47	
fear	10.1016/s0006-8993(02)03036-6	rat	male	Figure  3	electrical stimulation of the inferior colliculus	R55	
fear	10.1016/S0306-4522(01)00150-6	rat	male	Figure  2	cat odor	R125.1	
fear	10.1016/S0306-4522(01)00150-6	rat	male	Figure  2	cat odor	R38.3	
fear	10.1016/S0306-4522(01)00150-6	rat	male	Figure  2	cat odor	R159	
fear	10.1016/S0306-4522(01)00150-6	rat	male	Figure  4	cat odor	R131	
fear	10.1016/S0306-4522(01)00150-6	rat	male	Figure  4	cat odor	R47	
fear	10.1016/S0306-4522(01)00150-6	rat	male	Figure  4	cat odor	R3.12	
fear	10.1016/S0306-4522(01)00150-6	rat	male	Figure  4	cat odor	R3.2	
fear	10.1016/S0306-4522(01)00150-6	rat	male	Figure  4	cat odor	R3.1	
fear	10.1016/s0006-8993(02)03036-6	rat	male	Figure  1	electrical stimulation of the inferior colliculus	R52	
fear	10.1016/s0006-8993(02)03036-6	rat	male	Figure  1	electrical stimulation of the inferior colliculus	R38.1	
fear	10.1016/s0006-8993(02)03036-6	rat	male	Figure  2	electrical stimulation of the inferior colliculus	R137	
fear	10.1016/s0006-8993(02)03036-6	rat	male	Figure  2	electrical stimulation of the inferior colliculus	R38.2	
fear	10.1016/s0006-8993(02)03036-6	rat	male	Figure  3	electrical stimulation of the inferior colliculus	R3.12	
fear	10.1016/s0006-8993(02)03036-6	rat	male	Figure  3	electrical stimulation of the inferior colliculus	R47	
fear	10.1016/s0006-8993(02)03036-6	rat	male	Figure  3	electrical stimulation of the inferior colliculus	R55.1	
fear	10.1016/S0306-4522(01)00150-6	rat	male	Figure  2	cat odor	R125.2	
fear	10.1016/0166-4328(93)90028-O	rat	male	Figure  1	elevated plus maze	R126	
fear	10.1016/0166-4328(93)90028-O	rat	male	Figure  1	elevated plus maze	R71	
fear	10.1016/0166-4328(93)90028-O	rat	male	Figure  1	elevated plus maze	R87	
fear	10.1016/0166-4328(93)90028-O	rat	male	Figure  1	elevated plus maze	R123	
fear	10.1016/0166-4328(93)90028-O	rat	male	Figure  1	elevated plus maze	R124	
fear	10.1016/0166-4328(93)90028-O	rat	male	Figure  1	elevated plus maze	R71	
fear	10.1016/0166-4328(93)90028-O	rat	male	Figure  1	elevated plus maze	R25	
fear	10.1016/0166-4328(93)90028-O	rat	male	Figure  1	elevated plus maze	R38.51	
fear	10.1016/0166-4328(93)90028-O	rat	male	Figure  1	elevated plus maze	R38.3	
fear	10.1016/0166-4328(93)90028-O	rat	male	Figure  1	elevated plus maze	R71	
fear	10.1016/0166-4328(93)90028-O	rat	male	Figure  1	elevated plus maze	R116	
fear	10.1016/0166-4328(93)90028-O	rat	male	Figure  1	elevated plus maze	R118	
fear	10.1016/0166-4328(93)90028-O	rat	male	Figure  1	elevated plus maze	R38.1	
fear	10.1016/0166-4328(93)90028-O	rat	male	Figure  1	elevated plus maze	R38.3	
fear	10.1016/0166-4328(93)90028-O	rat	male	Figure  1	elevated plus maze	R136.1	
fear	10.1016/0166-4328(93)90028-O	rat	male	Figure  1	elevated plus maze	R155	
fear	10.1016/0166-4328(93)90028-O	rat	male	Figure  1	elevated plus maze	R157	
fear	10.1016/0166-4328(93)90028-O	rat	male	Figure  1	elevated plus maze	R82	
fear	10.1016/0166-4328(93)90028-O	rat	male	Figure  1	elevated plus maze	R38.7	
fear	10.1016/0166-4328(93)90028-O	rat	male	Figure  1	elevated plus maze	R153	
fear	10.1016/0166-4328(93)90028-O	rat	male	Figure  1	elevated plus maze	R38.521	
fear	10.1016/0166-4328(93)90028-O	rat	male	Figure  1	elevated plus maze	R137	
fear	10.1016/0166-4328(93)90028-O	rat	male	Figure  1	elevated plus maze	R55.1	
fear	10.1016/0166-4328(93)90028-O	rat	male	Figure  1	elevated plus maze	R47	
fear	10.1016/0166-4328(93)90028-O	rat	male	Figure  1	elevated plus maze	R9.2	
fear	10.1016/0166-4328(93)90028-O	rat	male	Figure  1	elevated plus maze	R137	
fear	10.1016/0166-4328(93)90028-O	rat	male	Figure  1	elevated plus maze	R7	
fear	10.1007/s00429-020-02107-5	rat	male	Figure 2	fear conditioning	R145	
fear	10.1016/j.neuron.2016.10.015	mouse	male	Figure  2	Social-Fear stimulation	B11	
fear	10.1016/j.neuron.2016.10.015	mouse	male	Figure  7	Social-Fear stimulation	B11.2	
fear	10.1016/j.bbr.2013.11.042	mouse	male	Figure  3	fear conditioning	B9	
fear	10.1016/j.bbr.2013.11.042	mouse	male	Figure  3	fear conditioning	B10.2	
fear	10.1016/j.bbr.2013.11.042	mouse	male	Figure  3	fear conditioning	B10.4	
fear	10.1016/j.bbr.2013.11.042	mouse	male	Figure  3	fear conditioning	B10.1	
fear	10.1016/j.bbr.2013.11.042	mouse	male	Figure  3	fear conditioning	B10.31	
fear	10.1016/j.bbr.2013.11.042	mouse	male	Figure  3	fear conditioning	B13	
fear	10.1016/j.bbr.2013.11.042	mouse	male	Figure  3	fear conditioning		
fear	10.1016/j.bbr.2013.11.042	mouse	male	Figure  4	fear conditioning	B11	
fear	10.1016/j.bbr.2013.11.042	mouse	male	Figure  4	fear conditioning	B12.1	
fear	10.1111/j.1460-9568.2010.07101.x	mouse	male	Table 1	fear conditioning	B10.2	
fear	10.1523/jneurosci.4904-07.2008	mouse	male	Figure  5	fear conditioning	B10.1	
fear	10.1016/j.biopsych.2007.05.008	mouse	male	Figure  3	TMT	B13	
fear	10.1007/s00726-006-0464-1	mouse	male	Figure  3	drugs(evoke panic)	B14	
fear	10.1007/s00726-006-0464-1	mouse	male	Figure  3	drugs(evoke panic)	B10.4	
fear	10.1007/s00726-006-0464-1	mouse	male	Figure  3	drugs(evoke panic)	B10.1	
fear	10.1007/s00726-006-0464-1	mouse	male	Figure  3	drugs(evoke panic)	B15	
fear	10.1007/s00726-006-0464-1	mouse	male	Figure  3	drugs(evoke panic)	B8	
fear	10.1007/s00726-006-0464-1	mouse	male	Figure  3	drugs(evoke panic)	B8.1	
fear	10.1007/s00726-006-0464-1	mouse	male	Figure  3	drugs(evoke panic)	B14	
fear	10.1007/s00726-006-0464-1	mouse	male	Figure  3	drugs(evoke panic)	B10.4	
fear	10.1007/s00726-006-0464-1	mouse	male	Figure  3	drugs(evoke panic)	B15	
fear	10.1007/s00726-006-0464-1	mouse	male	Figure  3	drugs(evoke panic)	B8.1	
fear	10.1016/j.physbeh.2009.12.013	mouse	male	Figure 5	fear conditioning	B14	
fear	10.1016/j.physbeh.2009.12.013	mouse	male	Figure 5	fear conditioning	B16	
fear	10.1016/j.physbeh.2009.12.013	mouse	male	Figure 5	fear conditioning	B20	
fear	10.1016/j.physbeh.2009.12.013	mouse	male	Figure 5	fear conditioning	B9	
fear	10.1016/j.physbeh.2009.12.013	mouse	male	Figure 5	fear conditioning	B21	
fear	10.1016/S0006-8993(97)01266-3	mouse	male	Figure 2	fear conditioning	B22	
fear	10.1016/S0006-8993(97)01266-3	mouse	male	Figure 2	fear conditioning	B23	
fear	10.1016/S0006-8993(97)01266-3	mouse	male	Figure 2	fear conditioning	B22	
fear	10.1016/S0006-8993(97)01266-3	mouse	male	Figure 2	fear conditioning	B23	
fear	10.1016/S0006-8993(97)01266-3	mouse	male	Figure 2	fear conditioning	B22	
fear	10.1016/S0006-8993(97)01266-3	mouse	male	Figure 2	fear conditioning	B23	
fear	10.1016/S0006-8993(97)01266-3	mouse	male	Figure 2	fear conditioning	B22	
fear	10.1016/S0006-8993(97)01266-3	mouse	male	Figure 2	fear conditioning	B23	
fear	10.1016/S0006-8993(97)01266-3	mouse	male	Figure 4	fear conditioning	B22	
fear	10.1016/S0006-8993(97)01266-3	mouse	male	Figure 5	fear conditioning	B10.3	
fear	10.1016/S0006-8993(97)01266-3	mouse	male	Figure 5	fear conditioning	B10.3	
fear	10.1016/S0006-8993(97)01266-3	mouse	male	Figure 7	fear conditioning	B10.1	
fear	10.1016/S0006-8993(97)01266-3	mouse	male	Figure 7	fear conditioning	B10.1	
fear	10.1034/j.1601-183X.2003.00001.x	mouse	male	Figure 2	fear conditioning	B22	
fear	10.1016/0006-8993(91)91669-R	mouse	male	Figure 4	fear conditioning	B22	
fear	10.1016/0006-8993(91)91669-R	mouse	male	Figure 4	fear conditioning	B22	
fear	10.1016/0006-8993(91)91669-R	mouse	male	Figure 5	fear conditioning	B9	
fear	10.1016/0006-8993(91)91669-R	mouse	male	Figure 5	fear conditioning	B10.4	
fear	10.1038/nn.4208	mouse	male	Supplementary figure 1	TMT	B33	
fear	10.1038/nn.4208	mouse	male	Supplementary figure 2	TMT	B16	
fear	10.1038/nn.4208	mouse	male	Supplementary figure 3	TMT	B62	
fear	10.1038/nn.4208	mouse	male	Supplementary figure 4	TMT	B10.1	
fear	10.1038/nn.4208	mouse	male	Supplementary figure 5	TMT	B7	
fear	10.1038/nn.4208	mouse	male	Supplementary figure 6	TMT	B11.1	
fear	10.1038/nn.4208	mouse	male	Supplementary figure 7	TMT	B21.11	
fear	10.1038/nn.4208	mouse	male	Supplementary figure 8	TMT	B21.12	
fear	10.1038/nn.4208	mouse	male	Figure 1	TMT	B50	GAD67
fear	10.1038/nn.4208	mouse	male	Supplementary figure 10	TMT	B15	
fear	10.1016/j.cell.2015.05.057	mouse	male	Figure 1	foot shock	B2	CGRP
fear	10.1016/j.cell.2015.05.057	mouse	male	Figure 1	foot shock	B10.1	
fear	10.1016/j.neuron.2017.02.034	mouse	male	Figure 3	fear conditioning	B10.1	Prkcd+
fear	10.1016/j.neuron.2017.02.034	mouse	male	Figure 4	fear conditioning	B10.1	Prkcd+
fear	10.1016/j.cub.2015.03.026	mouse	male	Figure 4	CFO	B11.1	
fear	10.1016/j.cub.2015.03.026	mouse	male	Figure 4	PEA	B11.1	
fear	10.1016/j.cub.2015.03.026	mouse	male	Figure 4	2-PT	B11.1	
fear	10.1016/j.cub.2015.03.026	mouse	male	Figure 4	rFeld4	B11.1	
fear	10.1016/j.cub.2015.03.026	mouse	male	Figure 4	CFO	B10.33	
fear	10.1016/j.cub.2015.03.026	mouse	male	Figure 4	PEA	B10.33	
fear	10.1016/j.cub.2015.03.026	mouse	male	Figure 4	2-PT	B10.33	
fear	10.1016/j.cub.2015.03.026	mouse	male	Figure 4	rFeld4	B10.33	
fear	10.1016/j.cub.2015.03.026	mouse	male	Figure 1	fear conditioning	B42	TPH(tryptophan hydroxylase)
fear	10.1016/j.neuron.2019.05.027	mouse	male	Figure 1	looming stimulus	B61	TH
fear	10.1038/ncomms7756	mouse	male	Figure 1	looming stimulus	B59	Vglut2(vesicular glutamate transporter 2 positive)
fear	10.1038/ncomms7756	mouse	male	Figure 1	looming stimulus	B59	PV(parvalbumin)
fear	10.1038/s41586-018-0078-2	mouse	male	Figure 1	looming stimulus	B66	
fear	10.1016/j.cell.2019.09.020	mouse	male	Figure 5	social fear	B11.2	Esr1
fear	10.1016/j.cell.2019.09.020	mouse	male	Figure 5	social fear	B11.2	Nup62cl
fear	10.1016/j.cell.2019.09.020	mouse	male	Figure 5	social fear	B11.2	Dlk1
fear	10.7554/eLife.08274	mouse	male	Figure  1	fear conditioning	B10.1	
fear	10.7554/eLife.08274	mouse	male	Figure  1	fear conditioning	B10.1	
fear	10.7554/eLife.08274	mouse	male	Figure  3	fear conditioning	B61	
fear	10.1523/JNEUROSCI.1796-19.2020	mouse	male	Figure 3	fear conditioning	B61	DAT
fear	10.1523/JNEUROSCI.2739-18.2019	mouse	male	Figure 1	fear conditioning	B14	
fear	10.1016/j.bbrc.2019.03.184	mouse	male	Figure 1	fear conditioning	B14	
feeding	10.1016/j.physbeh.2011.01.015	rat	male	Figure  6	"limited, intermittent intake of palatable food (sucrose drink)"	R2.1	
feeding	10.1016/j.physbeh.2011.01.015	rat	male	Figure  6	"limited, intermittent intake of palatable food (sucrose drink)"	R2.1	
feeding	10.1016/0006-8993(94)91348-X	rat	male	Table. 1	neuropeptide Y (NPY) administered intracerebroventricularly	R118	
feeding	10.1016/j.neuroscience.2005.01.064	rat	male	Figure  6	daily fixed access to a highly palatable meal entrained (PME)	R2.1	
feeding	10.1016/j.brainres.2009.03.058	rat	female	Figure  3	electrical stimulation of the posterodorsal amygdala of female rats	R22.5	
feeding	10.1002/cne.20515	rat	male	Figure  7	fourth ventricular orexin infusion	R22.6	
feeding	10.1016/j.neuroscience.2005.01.064	rat	male	Figure  6	daily fixed access to a highly palatable meal entrained (PME)	R2.2	
feeding	10.1016/j.neuroscience.2005.01.064	rat	male	Figure  6	4 days after interruption of palatable-meal entrainment (A-PME)	R2.1	
feeding	10.1016/j.neuroscience.2005.01.064	rat	male	Figure  6	4 days after interruption of palatable-meal entrainment (A-PME)	R2.2	
feeding	10.1016/j.neuroscience.2006.08.064	rat	male	Figure  1	food entrainment	R2.1	
feeding	10.1016/j.neuroscience.2006.08.064	rat	male	Figure  1	food entrainment	R2.2	
feeding	10.1016/0006-8993(94)91272-6	rat	male	Figure 3	duodenal perfusion with lipid emulsion	R37	
feeding	10.1006/mcne.1993.1011	rat	male	Figure  3	administration of CCK	R37	
feeding	10.1006/mcne.1993.1011	rat	male	Figure  3	forced gastric distention (GD)	R37	
feeding	10.1006/mcne.1993.1011	rat	male	Figure  8	oxytocin administration into the lateral ventricle	R37	
feeding	10.1006/mcne.1993.1011	rat	male	Figure  9	administration of CCK	R37	
feeding	10.1016/j.brainres.2009.03.058	rat	female	Figure  3	electrical stimulation of the posterodorsal amygdala of female rats	R37	
feeding	10.1002/cne.20515	rat	male	Figure  7	fourth ventricular orexin infusion	R37	
feeding	10.1016/0006-8993(94)91348-X	rat	male	Table 1	neuropeptide Y (NPY) administered intracerebroventricularly	R168	
feeding	10.1016/0006-8993(94)91348-X	rat	male	Table 1	neuropeptide Y (NPY) administered intracerebroventricularly and food consumption	R168	
feeding	10.1016/j.brainres.2009.03.058	rat	female	Figure  3	ipsilateral electrical stimulation of the posterodorsal amygdala of female rats (23 h food deprivation)	R168	
feeding	10.1016/j.brainres.2009.03.058	rat	female	Figure  3	contralateral electrical stimulation of the posterodorsal amygdala of female rats (23 h food deprivation)	R168	
feeding	10.1046/j.1365-2826.2000.00584.x	rat	male	Figure  2	systemic administration of ghrelin to fed rats	R168	
